=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.10.07 15:13:29 =~=~=~=~=~=~=~=~=~=~=~=
™ÿAdafruit MPU6050 test!
MPU6050 Found!
Accelerometer range set to: +-8G
Gyro range set to: +- 500 deg/s
Filter bandwidth set to: 21 Hz

22512,6.59,-2.18,2.91,-0.02,0.60,0.08
22568,6.86,-2.12,3.22,-0.11,0.76,-0.02
22624,6.45,-2.23,3.82,-0.05,0.74,0.02
22679,5.88,-2.22,3.84,-0.10,0.75,0.05
22734,5.92,-2.39,4.37,-0.25,0.82,0.11
22791,5.38,-2.63,4.83,-0.28,0.80,0.12
22846,5.12,-2.80,4.93,-0.45,0.79,0.12
22901,4.47,-3.14,4.93,-0.54,0.69,0.10
22957,4.19,-3.43,5.18,-0.58,0.58,0.10
23013,4.05,-3.61,5.38,-0.35,0.49,0.04
23068,3.64,-3.64,5.11,-0.35,0.54,0.11
23123,3.35,-3.85,5.25,-0.35,0.52,0.05
23179,3.45,-4.11,5.46,-0.28,0.76,0.07
23235,2.70,-3.90,5.59,0.04,0.90,0.06
23290,1.99,-3.96,5.75,0.14,1.10,0.13
23346,1.98,-4.12,6.53,0.04,1.14,0.19
23402,0.91,-3.93,5.50,0.12,1.97,0.37
23457,0.51,-3.79,6.69,-0.01,1.59,0.07
23513,-0.99,-3.82,6.61,0.24,0.97,0.06
23568,-1.72,-3.92,6.44,0.35,0.90,0.11
23624,-1.62,-3.45,6.72,0.18,0.98,0.12
23680,-2.80,-3.39,6.13,0.33,0.96,0.15
23735,-2.90,-3.33,6.51,0.12,0.95,0.16
23790,-3.79,-3.28,6.60,0.25,0.78,0.19
23846,-4.10,-2.98,6.15,0.44,0.99,0.16
23902,-4.47,-2.78,6.61,0.33,1.03,0.19
23957,-5.03,-2.38,6.05,0.45,1.10,0.26
